playerOne,playerTwo,playerOneSeed,playerTwoSeed,winner,totalMoves,playerOneMs,playerTwoMs
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1126018746,200503853,minimax-d4-a-baseline,33,64.18180000000001,534.1333999999998
mcts-5k-c1-41421356237,minimax-d4-a-baseline,2037359234,831502058,mcts-5k-c1-41421356237,35,528.8816,80.1901
minimax-d4-a-baseline,mcts-5k-c1-41421356237,405803618,655055206,Draw,42,86.9008,565.2382000000001
mcts-5k-c1-41421356237,minimax-d4-a-baseline,1544932420,592613246,mcts-5k-c1-41421356237,29,468.2218000000001,62.64959999999999
minimax-d4-a-baseline,mcts-5k-c1-41421356237,982843348,1792120069,minimax-d4-a-baseline,27,86.45829999999998,510.8192
mcts-5k-c1-41421356237,minimax-d4-a-baseline,690229120,1428259845,mcts-5k-c1-41421356237,25,524.6977,78.61350000000002
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1455763417,686719110,minimax-d4-a-baseline,31,51.610599999999984,430.99930000000006
mcts-5k-c1-41421356237,minimax-d4-a-baseline,684649468,684431093,mcts-5k-c1-41421356237,27,476.7028,66.57520000000001
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1075672267,1651850862,mcts-5k-c1-41421356237,32,51.56720000000001,421.52209999999997
mcts-5k-c1-41421356237,minimax-d4-a-baseline,1363734286,1802467718,mcts-5k-c1-41421356237,35,542.6075000000001,76.17229999999999
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1483481821,1226199276,mcts-5k-c1-41421356237,38,53.5938,552.493
mcts-5k-c1-41421356237,minimax-d4-a-baseline,1273673600,364794356,mcts-5k-c1-41421356237,31,493.9054000000001,65.71469999999998
minimax-d4-a-baseline,mcts-5k-c1-41421356237,481002494,37274468,mcts-5k-c1-41421356237,32,54.851499999999994,432.48
mcts-5k-c1-41421356237,minimax-d4-a-baseline,2064800665,1543509868,mcts-5k-c1-41421356237,27,479.7881999999999,58.453599999999994
minimax-d4-a-baseline,mcts-5k-c1-41421356237,219977741,496403474,mcts-5k-c1-41421356237,32,46.4238,427.5095
mcts-5k-c1-41421356237,minimax-d4-a-baseline,90749141,521567425,mcts-5k-c1-41421356237,29,537.4066,62.6485
minimax-d4-a-baseline,mcts-5k-c1-41421356237,375696540,1684016072,minimax-d4-a-baseline,27,75.71240000000002,411.2541
mcts-5k-c1-41421356237,minimax-d4-a-baseline,988830023,1080611226,mcts-5k-c1-41421356237,33,526.4288000000001,74.3856
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1926788799,53242427,minimax-d4-a-baseline,33,55.84370000000001,423.9226
mcts-5k-c1-41421356237,minimax-d4-a-baseline,886063862,951089066,mcts-5k-c1-41421356237,33,477.48029999999994,58.0479
minimax-d4-a-baseline,mcts-5k-c1-41421356237,462185281,1121643551,mcts-5k-c1-41421356237,20,51.219800000000006,350.1637
mcts-5k-c1-41421356237,minimax-d4-a-baseline,259822280,1983417283,Draw,42,561.9879,73.09660000000001
minimax-d4-a-baseline,mcts-5k-c1-41421356237,9203836,1112641764,mcts-5k-c1-41421356237,20,49.3236,355.3711
mcts-5k-c1-41421356237,minimax-d4-a-baseline,879218268,294958271,mcts-5k-c1-41421356237,35,546.1311000000001,58.949600000000004
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1245899024,854455904,minimax-d4-a-baseline,27,72.2436,451.435
mcts-5k-c1-41421356237,minimax-d4-a-baseline,1109314706,1839547796,mcts-5k-c1-41421356237,29,602.3632,74.48310000000001
minimax-d4-a-baseline,mcts-5k-c1-41421356237,523282978,835239331,minimax-d4-a-baseline,33,53.555299999999995,444.8274
mcts-5k-c1-41421356237,minimax-d4-a-baseline,1181026133,2047303117,mcts-5k-c1-41421356237,27,482.749,70.56479999999998
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1074313900,1672564878,minimax-d4-a-baseline,37,67.6638,501.2527
mcts-5k-c1-41421356237,minimax-d4-a-baseline,350499564,368529150,mcts-5k-c1-41421356237,25,438.53229999999996,64.5487
minimax-d4-a-baseline,mcts-5k-c1-41421356237,737738188,1422552,mcts-5k-c1-41421356237,20,54.23510000000001,395.7242
mcts-5k-c1-41421356237,minimax-d4-a-baseline,372635505,486439874,mcts-5k-c1-41421356237,23,426.5341,56.789899999999996
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1701370928,168661695,minimax-d4-a-baseline,25,95.6485,478.49440000000004
mcts-5k-c1-41421356237,minimax-d4-a-baseline,1052563305,1919230992,minimax-d4-a-baseline,36,579.4209000000001,71.5886
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1845372734,1751521889,mcts-5k-c1-41421356237,40,78.1382,539.0503000000001
mcts-5k-c1-41421356237,minimax-d4-a-baseline,905125941,1022429840,mcts-5k-c1-41421356237,29,443.6374,59.003600000000006
minimax-d4-a-baseline,mcts-5k-c1-41421356237,765787000,412645220,mcts-5k-c1-41421356237,28,68.5584,446.781
mcts-5k-c1-41421356237,minimax-d4-a-baseline,1340282437,361838270,mcts-5k-c1-41421356237,33,602.2391,76.16239999999999
minimax-d4-a-baseline,mcts-5k-c1-41421356237,966376996,1437739964,mcts-5k-c1-41421356237,40,78.337,514.2528
mcts-5k-c1-41421356237,minimax-d4-a-baseline,355590520,1515844377,mcts-5k-c1-41421356237,33,562.8573000000001,59.6556
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1305539847,1769842394,minimax-d4-a-baseline,29,88.9777,515.4282
mcts-5k-c1-41421356237,minimax-d4-a-baseline,297610844,1513005484,mcts-5k-c1-41421356237,23,439.8357,58.011599999999994
minimax-d4-a-baseline,mcts-5k-c1-41421356237,1534572415,398684992,minimax-d4-a-baseline,37,77.0855,520.049
mcts-5k-c1-41421356237,minimax-d4-a-baseline,2145768094,1687940856,mcts-5k-c1-41421356237,27,548.5803,70.27469999999998
minimax-d4-a-baseline,mcts-5k-c1-41421356237,502989939,1089010553,minimax-d4-a-baseline,31,45.5176,478.36670000000004
mcts-5k-c1-41421356237,minimax-d4-a-baseline,6297326,254223921,mcts-5k-c1-41421356237,25,443.64759999999995,64.734
minimax-d4-a-baseline,mcts-5k-c2-00,1850226510,517534712,mcts-5k-c2-00,36,57.37950000000001,453.9391
mcts-5k-c2-00,minimax-d4-a-baseline,213350878,460762729,mcts-5k-c2-00,33,533.8412999999999,65.6649
minimax-d4-a-baseline,mcts-5k-c2-00,749008046,1920866053,mcts-5k-c2-00,32,44.299699999999994,385.6027
mcts-5k-c2-00,minimax-d4-a-baseline,282046355,1988025788,mcts-5k-c2-00,27,459.83500000000004,65.1829
minimax-d4-a-baseline,mcts-5k-c2-00,60078459,1107470923,Draw,42,66.38829999999997,544.6748000000001
mcts-5k-c2-00,minimax-d4-a-baseline,597069184,1641860782,mcts-5k-c2-00,33,512.1947000000001,59.352999999999994
minimax-d4-a-baseline,mcts-5k-c2-00,2096813610,86884866,minimax-d4-a-baseline,33,54.8384,462.03700000000003
mcts-5k-c2-00,minimax-d4-a-baseline,1073760796,110637758,mcts-5k-c2-00,39,546.9019000000001,71.21910000000001
minimax-d4-a-baseline,mcts-5k-c2-00,1642440541,819187863,minimax-d4-a-baseline,29,62.60719999999999,498.57140000000004
mcts-5k-c2-00,minimax-d4-a-baseline,1080926121,1784057583,mcts-5k-c2-00,39,588.8633,81.61389999999997
minimax-d4-a-baseline,mcts-5k-c2-00,1316974358,982138834,mcts-5k-c2-00,40,75.83740000000002,503.9318999999999
mcts-5k-c2-00,minimax-d4-a-baseline,1210472950,1115379441,mcts-5k-c2-00,33,516.3085,76.19909999999999
minimax-d4-a-baseline,mcts-5k-c2-00,1851295355,1007113668,minimax-d4-a-baseline,37,63.24230000000001,545.9556
mcts-5k-c2-00,minimax-d4-a-baseline,1099351106,1302685936,mcts-5k-c2-00,37,490.4216,69.18969999999999
minimax-d4-a-baseline,mcts-5k-c2-00,170377248,1512106096,Draw,42,81.3188,589.3965000000001
mcts-5k-c2-00,minimax-d4-a-baseline,1416241053,756362181,minimax-d4-a-baseline,26,437.0483,65.94269999999999
minimax-d4-a-baseline,mcts-5k-c2-00,1745224563,650902020,minimax-d4-a-baseline,33,55.4879,443.1654
mcts-5k-c2-00,minimax-d4-a-baseline,1319686977,248252288,mcts-5k-c2-00,35,585.6202999999998,74.9959
minimax-d4-a-baseline,mcts-5k-c2-00,199294342,879519708,Draw,42,74.68299999999999,577.6600000000001
mcts-5k-c2-00,minimax-d4-a-baseline,1760313871,1192994590,mcts-5k-c2-00,35,500.8914000000001,68.63699999999999
minimax-d4-a-baseline,mcts-5k-c2-00,1155693609,515048379,mcts-5k-c2-00,36,56.8221,447.15229999999997
mcts-5k-c2-00,minimax-d4-a-baseline,1455765918,198068924,mcts-5k-c2-00,29,503.7775,63.837399999999995
minimax-d4-a-baseline,mcts-5k-c2-00,1172773210,803233709,mcts-5k-c2-00,32,46.474700000000006,413.6668
mcts-5k-c2-00,minimax-d4-a-baseline,1563675521,1447687549,minimax-d4-a-baseline,22,403.50100000000003,64.4786
minimax-d4-a-baseline,mcts-5k-c2-00,1472407843,2035130336,Draw,42,61.93149999999999,608.3023000000002
mcts-5k-c2-00,minimax-d4-a-baseline,45500315,1831285723,mcts-5k-c2-00,33,549.0643999999999,68.8042
minimax-d4-a-baseline,mcts-5k-c2-00,8084432,369723390,minimax-d4-a-baseline,35,56.450799999999994,528.1047
mcts-5k-c2-00,minimax-d4-a-baseline,1084733210,868087676,mcts-5k-c2-00,39,594.7286,92.68500000000002
minimax-d4-a-baseline,mcts-5k-c2-00,1454545409,1245455084,mcts-5k-c2-00,38,65.76400000000001,549.2155
mcts-5k-c2-00,minimax-d4-a-baseline,756951021,1889378025,mcts-5k-c2-00,33,445.13100000000003,61.21309999999998
minimax-d4-a-baseline,mcts-5k-c2-00,821514947,1126844066,minimax-d4-a-baseline,37,66.66489999999999,544.2077
mcts-5k-c2-00,minimax-d4-a-baseline,1817648540,695456010,mcts-5k-c2-00,35,523.3000999999999,71.86229999999999
minimax-d4-a-baseline,mcts-5k-c2-00,1838713517,1988190650,minimax-d4-a-baseline,33,52.366800000000005,444.05879999999996
mcts-5k-c2-00,minimax-d4-a-baseline,2044119866,1445911590,mcts-5k-c2-00,39,592.0675999999999,73.59930000000001
minimax-d4-a-baseline,mcts-5k-c2-00,914681536,825508508,mcts-5k-c2-00,38,62.0629,565.1289000000002
mcts-5k-c2-00,minimax-d4-a-baseline,2058827063,762920833,mcts-5k-c2-00,33,514.7556999999999,57.2867
minimax-d4-a-baseline,mcts-5k-c2-00,1206357639,2035415178,minimax-d4-a-baseline,37,51.7254,448.51969999999994
mcts-5k-c2-00,minimax-d4-a-baseline,628363974,801925979,mcts-5k-c2-00,39,591.3255999999999,66.1211
minimax-d4-a-baseline,mcts-5k-c2-00,1673856563,1012404026,minimax-d4-a-baseline,35,53.399300000000004,497.93159999999995
mcts-5k-c2-00,minimax-d4-a-baseline,2090089878,1048061646,mcts-5k-c2-00,31,495.5975,57.444199999999995
minimax-d4-a-baseline,mcts-5k-c2-00,1590921794,1799147204,mcts-5k-c2-00,40,70.67930000000001,516.2063
mcts-5k-c2-00,minimax-d4-a-baseline,1977761740,282730559,mcts-5k-c2-00,29,476.10429999999997,63.4955
minimax-d4-a-baseline,mcts-5k-c2-00,1466605781,1732438977,minimax-d4-a-baseline,37,60.863499999999995,542.7548
mcts-5k-c2-00,minimax-d4-a-baseline,748277749,1375501173,minimax-d4-a-baseline,36,539.0593000000001,70.9528
minimax-d4-a-baseline,mcts-5k-c2-00,1713652457,451599301,minimax-d4-a-baseline,39,50.820800000000006,527.811
mcts-5k-c2-00,minimax-d4-a-baseline,941190526,1101322905,mcts-5k-c2-00,23,440.1386000000001,52.37259999999999
minimax-d4-a-baseline,mcts-5k-c2-00,122568687,2018419493,mcts-5k-c2-00,20,50.45759999999999,362.57790000000006
mcts-5k-c2-00,minimax-d4-a-baseline,371479643,28849543,mcts-5k-c2-00,35,550.3164000000002,73.28109999999998
minimax-d4-a-baseline,mcts-5k-c2-00,844883486,760309908,mcts-5k-c2-00,40,71.19999999999999,464.9502000000001
mcts-5k-c2-00,minimax-d4-a-baseline,506839054,1332066207,mcts-5k-c2-00,39,586.2347000000001,69.94629999999998
minimax-d4-c-defensive,mcts-5k-c1-41421356237,906597490,117763931,mcts-5k-c1-41421356237,36,39.0464,529.8841
mcts-5k-c1-41421356237,minimax-d4-c-defensive,533006013,646899335,mcts-5k-c1-41421356237,29,441.1046,62.89190000000001
minimax-d4-c-defensive,mcts-5k-c1-41421356237,2123786920,1430063129,minimax-d4-c-defensive,31,59.234199999999994,489.2115
mcts-5k-c1-41421356237,minimax-d4-c-defensive,624928084,120152901,mcts-5k-c1-41421356237,39,635.5928,72.97529999999999
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1888843063,282807231,mcts-5k-c1-41421356237,40,46.3016,598.2896
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1341714760,442141383,Draw,42,565.8188000000001,61.5053
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1302848853,1856373022,mcts-5k-c1-41421356237,24,40.41850000000001,438.25069999999994
mcts-5k-c1-41421356237,minimax-d4-c-defensive,298456231,1169851390,mcts-5k-c1-41421356237,13,240.7988,33.0116
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1296565973,1534917981,mcts-5k-c1-41421356237,26,46.14059999999999,455.0677
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1376333876,106274540,mcts-5k-c1-41421356237,21,336.7084,53.440900000000006
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1239912901,668618693,mcts-5k-c1-41421356237,36,37.759100000000004,534.2715
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1879742780,463082235,mcts-5k-c1-41421356237,37,525.9564,90.80120000000001
minimax-d4-c-defensive,mcts-5k-c1-41421356237,2031801629,957504158,mcts-5k-c1-41421356237,40,46.975999999999985,582.0957000000001
mcts-5k-c1-41421356237,minimax-d4-c-defensive,640352146,1335421793,mcts-5k-c1-41421356237,27,503.9867,73.4919
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1663935535,599514431,minimax-d4-c-defensive,31,44.84909999999999,439.0117
mcts-5k-c1-41421356237,minimax-d4-c-defensive,2104526140,913546655,mcts-5k-c1-41421356237,33,533.6159,85.598
minimax-d4-c-defensive,mcts-5k-c1-41421356237,505564972,758023671,mcts-5k-c1-41421356237,38,55.30430000000001,487.4575
mcts-5k-c1-41421356237,minimax-d4-c-defensive,141464156,1473157863,mcts-5k-c1-41421356237,31,459.9749,62.31419999999999
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1266141191,1330862405,mcts-5k-c1-41421356237,38,54.88219999999999,557.9074000000002
mcts-5k-c1-41421356237,minimax-d4-c-defensive,306427286,36542652,mcts-5k-c1-41421356237,41,627.3338999999999,66.74610000000001
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1107510893,628124848,mcts-5k-c1-41421356237,38,54.32209999999999,505.0987999999999
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1634141757,1430845226,mcts-5k-c1-41421356237,41,583.3218999999999,74.5763
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1257368188,499049143,mcts-5k-c1-41421356237,32,53.76360000000001,442.39589999999987
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1945957699,413679312,mcts-5k-c1-41421356237,39,544.0411999999998,68.94650000000003
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1719963262,1349111900,mcts-5k-c1-41421356237,40,48.74209999999999,599.2615000000001
mcts-5k-c1-41421356237,minimax-d4-c-defensive,879767217,1457449152,mcts-5k-c1-41421356237,29,464.03119999999996,65.4341
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1531459679,400564514,minimax-d4-c-defensive,35,61.99780000000001,530.7785999999999
mcts-5k-c1-41421356237,minimax-d4-c-defensive,92153306,237978797,mcts-5k-c1-41421356237,33,528.3722,85.3797
minimax-d4-c-defensive,mcts-5k-c1-41421356237,385504798,69923778,minimax-d4-c-defensive,35,50.94980000000001,511.8566
mcts-5k-c1-41421356237,minimax-d4-c-defensive,762581353,1166282762,mcts-5k-c1-41421356237,39,567.6653,69.4041
minimax-d4-c-defensive,mcts-5k-c1-41421356237,789710983,1436989938,mcts-5k-c1-41421356237,38,70.96470000000001,569.0826000000001
mcts-5k-c1-41421356237,minimax-d4-c-defensive,603701013,1289328632,mcts-5k-c1-41421356237,33,547.0905000000001,64.9092
minimax-d4-c-defensive,mcts-5k-c1-41421356237,325764738,428168105,minimax-d4-c-defensive,37,61.42709999999999,556.5514
mcts-5k-c1-41421356237,minimax-d4-c-defensive,2084060058,544825182,mcts-5k-c1-41421356237,39,574.1151,68.51670000000001
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1714908866,972782015,minimax-d4-c-defensive,35,67.23270000000002,549.933
mcts-5k-c1-41421356237,minimax-d4-c-defensive,2051193846,2113187215,mcts-5k-c1-41421356237,35,493.5991,68.485
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1228490695,1339791224,minimax-d4-c-defensive,33,46.83799999999999,442.3839
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1146247294,611788053,mcts-5k-c1-41421356237,39,569.0584999999999,67.74549999999998
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1181960583,448897554,mcts-5k-c1-41421356237,38,42.52650000000001,500.9605
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1353197694,1532752486,minimax-d4-c-defensive,40,573.9115,66.5707
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1159030106,226672834,mcts-5k-c1-41421356237,26,49.447100000000006,486.0575000000002
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1762942178,314823635,mcts-5k-c1-41421356237,39,571.9213999999998,72.08130000000001
minimax-d4-c-defensive,mcts-5k-c1-41421356237,1867230861,647076988,mcts-5k-c1-41421356237,38,52.606,550.9951
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1529570623,105000458,mcts-5k-c1-41421356237,29,475.59400000000005,64.9519
minimax-d4-c-defensive,mcts-5k-c1-41421356237,665870365,2050969006,minimax-d4-c-defensive,35,65.12750000000003,594.4927999999999
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1087653065,1196217413,minimax-d4-c-defensive,40,587.9703999999999,67.35279999999997
minimax-d4-c-defensive,mcts-5k-c1-41421356237,568281052,1287628171,minimax-d4-c-defensive,35,53.476400000000005,523.0628999999999
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1394315316,1818004602,mcts-5k-c1-41421356237,39,558.7940000000001,62.2106
minimax-d4-c-defensive,mcts-5k-c1-41421356237,24423835,344813125,minimax-d4-c-defensive,33,54.7312,453.8611
mcts-5k-c1-41421356237,minimax-d4-c-defensive,1105080488,829200083,mcts-5k-c1-41421356237,35,501.5637,61.076699999999995
minimax-d4-c-defensive,mcts-5k-c2-00,562472732,1401132517,mcts-5k-c2-00,40,44.1902,572.1836
mcts-5k-c2-00,minimax-d4-c-defensive,846254093,747181247,mcts-5k-c2-00,29,430.0165,62.1975
minimax-d4-c-defensive,mcts-5k-c2-00,1445401701,914063649,Draw,42,59.8396,627.6529
mcts-5k-c2-00,minimax-d4-c-defensive,228958457,191668455,mcts-5k-c2-00,39,606.4512,71.1688
minimax-d4-c-defensive,mcts-5k-c2-00,1401800867,1627848900,mcts-5k-c2-00,36,42.82290000000001,510.89279999999997
mcts-5k-c2-00,minimax-d4-c-defensive,1203501861,2084090891,mcts-5k-c2-00,39,552.6609,71.85920000000003
minimax-d4-c-defensive,mcts-5k-c2-00,864209731,1377312514,mcts-5k-c2-00,40,43.1809,560.5675
mcts-5k-c2-00,minimax-d4-c-defensive,7252656,563038149,Draw,42,654.1534999999999,76.36049999999999
minimax-d4-c-defensive,mcts-5k-c2-00,1821531407,288877378,minimax-d4-c-defensive,27,67.5239,464.0161
mcts-5k-c2-00,minimax-d4-c-defensive,1569581418,1826171397,mcts-5k-c2-00,31,512.4365,56.67929999999999
minimax-d4-c-defensive,mcts-5k-c2-00,1046081129,1979059600,mcts-5k-c2-00,38,53.94,571.7967000000001
mcts-5k-c2-00,minimax-d4-c-defensive,2026438464,1811423507,mcts-5k-c2-00,39,609.7284,65.8841
minimax-d4-c-defensive,mcts-5k-c2-00,2032612597,854976433,mcts-5k-c2-00,40,45.185,564.8394
mcts-5k-c2-00,minimax-d4-c-defensive,1544906163,2088346171,Draw,42,555.8679000000001,65.78659999999999
minimax-d4-c-defensive,mcts-5k-c2-00,2092959555,1475726339,mcts-5k-c2-00,40,40.831399999999995,582.5484000000001
mcts-5k-c2-00,minimax-d4-c-defensive,587364218,837147458,mcts-5k-c2-00,33,539.5503,54.161300000000004
minimax-d4-c-defensive,mcts-5k-c2-00,1491300713,523997611,minimax-d4-c-defensive,35,71.7354,546.7661
mcts-5k-c2-00,minimax-d4-c-defensive,970279754,1905381236,minimax-d4-c-defensive,22,406.47790000000003,60.9991
minimax-d4-c-defensive,mcts-5k-c2-00,1527902388,1015760931,mcts-5k-c2-00,36,38.9246,529.6222
mcts-5k-c2-00,minimax-d4-c-defensive,1016905581,953167212,minimax-d4-c-defensive,28,438.1337,84.1439
minimax-d4-c-defensive,mcts-5k-c2-00,418118531,1337902168,mcts-5k-c2-00,40,44.2568,587.1071
mcts-5k-c2-00,minimax-d4-c-defensive,850683238,1185505112,mcts-5k-c2-00,39,606.9617999999998,72.27000000000001
minimax-d4-c-defensive,mcts-5k-c2-00,847467145,1151045821,mcts-5k-c2-00,38,74.2475,646.2687000000001
mcts-5k-c2-00,minimax-d4-c-defensive,332007682,1338452185,mcts-5k-c2-00,39,583.0861000000001,72.8429
minimax-d4-c-defensive,mcts-5k-c2-00,1280375515,831277167,mcts-5k-c2-00,40,45.18300000000001,556.7380999999999
mcts-5k-c2-00,minimax-d4-c-defensive,2143956842,1883030104,mcts-5k-c2-00,39,554.1018999999999,64.2617
minimax-d4-c-defensive,mcts-5k-c2-00,922715354,1426392738,mcts-5k-c2-00,38,62.4946,489.39290000000005
mcts-5k-c2-00,minimax-d4-c-defensive,1930602601,730896779,mcts-5k-c2-00,27,487.9514000000001,65.7213
minimax-d4-c-defensive,mcts-5k-c2-00,1522177700,1182314233,mcts-5k-c2-00,40,44.88719999999999,570.5554
mcts-5k-c2-00,minimax-d4-c-defensive,862052297,590425268,mcts-5k-c2-00,39,560.7837999999999,65.0409
minimax-d4-c-defensive,mcts-5k-c2-00,1516641133,288095933,minimax-d4-c-defensive,35,53.57160000000001,506.65229999999997
mcts-5k-c2-00,minimax-d4-c-defensive,246192547,2073558175,mcts-5k-c2-00,29,465.34000000000003,66.2743
minimax-d4-c-defensive,mcts-5k-c2-00,1040484682,366354403,minimax-d4-c-defensive,35,62.94729999999999,502.6093000000001
mcts-5k-c2-00,minimax-d4-c-defensive,592790178,340212120,mcts-5k-c2-00,35,519.4696,62.9514
minimax-d4-c-defensive,mcts-5k-c2-00,407032760,249355067,minimax-d4-c-defensive,37,55.602299999999985,508.33399999999995
mcts-5k-c2-00,minimax-d4-c-defensive,1182619408,805770476,mcts-5k-c2-00,39,598.7325000000001,70.76339999999999
minimax-d4-c-defensive,mcts-5k-c2-00,1419455444,616414206,mcts-5k-c2-00,38,52.84430000000001,509.81820000000005
mcts-5k-c2-00,minimax-d4-c-defensive,1408052866,1855662608,mcts-5k-c2-00,39,542.3982,67.1653
minimax-d4-c-defensive,mcts-5k-c2-00,1128376362,840933352,mcts-5k-c2-00,36,44.9787,557.6332999999998
mcts-5k-c2-00,minimax-d4-c-defensive,963956362,881566776,mcts-5k-c2-00,27,495.8488000000001,59.3988
minimax-d4-c-defensive,mcts-5k-c2-00,522968751,206453978,minimax-d4-c-defensive,35,56.0137,481.2950000000001
mcts-5k-c2-00,minimax-d4-c-defensive,807970656,1261682388,mcts-5k-c2-00,33,523.9053000000001,43.551500000000004
minimax-d4-c-defensive,mcts-5k-c2-00,1479253144,851817761,minimax-d4-c-defensive,29,51.049600000000005,414.6605000000001
mcts-5k-c2-00,minimax-d4-c-defensive,2061915751,64907975,minimax-d4-c-defensive,40,548.7529,59.50990000000001
minimax-d4-c-defensive,mcts-5k-c2-00,740878657,239382975,minimax-d4-c-defensive,37,55.863800000000005,568.1250999999999
mcts-5k-c2-00,minimax-d4-c-defensive,383203536,345588155,mcts-5k-c2-00,39,566.8963,69.85990000000002
minimax-d4-c-defensive,mcts-5k-c2-00,153708634,426480313,mcts-5k-c2-00,34,52.78759999999999,465.69750000000005
mcts-5k-c2-00,minimax-d4-c-defensive,1584009726,130022598,mcts-5k-c2-00,39,585.2752,74.90369999999999
minimax-d4-c-defensive,mcts-5k-c2-00,1091709621,924608710,mcts-5k-c2-00,38,61.9019,548.2627
mcts-5k-c2-00,minimax-d4-c-defensive,145020430,481112742,mcts-5k-c2-00,23,447.1289000000001,53.42529999999999
mcts-5k-c1-41421356237,mcts-5k-c2-00,558255643,2139279209,mcts-5k-c2-00,32,422.1108,391.37300000000005
mcts-5k-c2-00,mcts-5k-c1-41421356237,931419425,1031020448,mcts-5k-c1-41421356237,34,512.0619,471.26549999999986
mcts-5k-c1-41421356237,mcts-5k-c2-00,1796141406,1338186366,mcts-5k-c1-41421356237,31,519.5856,460.7094000000001
mcts-5k-c2-00,mcts-5k-c1-41421356237,463574660,306301148,mcts-5k-c1-41421356237,40,581.7498,552.3787000000001
mcts-5k-c1-41421356237,mcts-5k-c2-00,18339872,74939993,mcts-5k-c1-41421356237,33,543.0157,516.8995
mcts-5k-c2-00,mcts-5k-c1-41421356237,1750004064,681244348,mcts-5k-c1-41421356237,16,311.54759999999993,276.97339999999997
mcts-5k-c1-41421356237,mcts-5k-c2-00,218357871,2127969168,mcts-5k-c2-00,30,433.3063,392.5113000000001
mcts-5k-c2-00,mcts-5k-c1-41421356237,67456517,1310187155,mcts-5k-c2-00,33,493.9769999999999,439.60210000000006
mcts-5k-c1-41421356237,mcts-5k-c2-00,1627608924,1131993806,mcts-5k-c1-41421356237,21,414.3186,389.8434
mcts-5k-c2-00,mcts-5k-c1-41421356237,594305031,188666921,mcts-5k-c1-41421356237,36,488.03759999999994,466.19680000000005
mcts-5k-c1-41421356237,mcts-5k-c2-00,451922299,527882203,mcts-5k-c1-41421356237,17,353.578,317.4868000000001
mcts-5k-c2-00,mcts-5k-c1-41421356237,1746817110,167649785,mcts-5k-c1-41421356237,36,594.1444,547.6536
mcts-5k-c1-41421356237,mcts-5k-c2-00,2013635178,837031253,mcts-5k-c1-41421356237,25,383.8245999999999,338.07589999999993
mcts-5k-c2-00,mcts-5k-c1-41421356237,652061842,992975131,mcts-5k-c1-41421356237,32,426.14269999999993,416.01790000000005
mcts-5k-c1-41421356237,mcts-5k-c2-00,1179888127,1278030268,mcts-5k-c1-41421356237,33,483.04990000000004,431.81159999999994
mcts-5k-c2-00,mcts-5k-c1-41421356237,763952987,203767652,mcts-5k-c2-00,21,331.67019999999997,306.19070000000005
mcts-5k-c1-41421356237,mcts-5k-c2-00,695912922,482843620,mcts-5k-c2-00,28,456.42920000000004,414.0695
mcts-5k-c2-00,mcts-5k-c1-41421356237,323311133,531173189,mcts-5k-c1-41421356237,30,483.2208,462.44
mcts-5k-c1-41421356237,mcts-5k-c2-00,1422518200,1924433855,mcts-5k-c2-00,34,472.6972999999999,442.2093000000001
mcts-5k-c2-00,mcts-5k-c1-41421356237,1613024629,141066778,mcts-5k-c2-00,35,463.30979999999994,451.1126
mcts-5k-c1-41421356237,mcts-5k-c2-00,388243101,1755614603,mcts-5k-c2-00,38,518.0964,484.43000000000006
mcts-5k-c2-00,mcts-5k-c1-41421356237,46568103,665938664,mcts-5k-c1-41421356237,36,555.4279,523.2511999999999
