positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,2891,4,False,True,0,True,0,1.2671,608
1,Beginning,2891,3,False,True,0,True,0,0.9838,431
2,Beginning,2891,5,False,True,0,True,0,1.0806,567
3,Beginning,2891,6,False,True,0,True,0,7.1133,1685
4,Beginning,2891,2,False,True,0,True,0,4.3185,1118
5,Beginning,2891,2,False,True,0,True,0,4.0257,1066
6,Beginning,2891,3,False,False,2,False,,3.3932,813
7,Beginning,2891,4,False,True,0,True,0,2.4311,977
8,Beginning,2891,2,False,True,0,True,0,1.1541,594
9,Beginning,2891,4,False,True,0,True,0,2.7726,1076
10,Beginning,2891,2,False,False,3,False,,1.8813,851
11,Beginning,2891,3,False,True,0,True,0,1.4831,710
12,Beginning,2891,3,False,False,2,True,2,1.8002,830
13,Beginning,2891,2,False,True,0,True,0,1.8755,855
14,Beginning,2891,4,False,True,0,True,0,1.9616,861
15,Beginning,2891,3,False,True,0,True,0,1.4498,613
16,Beginning,2891,2,False,False,11,False,,1.2609,726
17,Beginning,2891,2,False,False,12,False,,2.8633,923
18,Beginning,2891,2,False,True,0,True,0,2.0119,816
19,Beginning,2891,4,False,True,0,True,0,2.3739,982
20,Beginning,2891,2,False,True,0,True,0,1.2626,678
21,Beginning,2891,0,False,False,3,True,3,2.8269,1074
22,Beginning,2891,3,False,True,0,True,0,1.0315,439
23,Beginning,2891,3,False,True,0,True,0,1.3325,478
24,Beginning,2891,4,False,False,2,False,,2.5355,887
25,Beginning,2891,4,False,True,0,True,0,3.0665,856
26,Beginning,2891,3,False,True,0,True,0,1.0797,532
27,Beginning,2891,3,False,True,0,True,0,2.0024,865
28,Beginning,2891,3,False,True,0,True,0,0.9924,432
29,Beginning,2891,3,False,True,0,True,0,1.1068,470
30,Beginning,2891,1,False,True,0,True,0,1.9497,929
31,Beginning,2891,4,False,True,0,True,0,1.2849,571
32,Beginning,2891,5,False,True,0,True,0,1.6248,790
33,Beginning,2891,3,False,True,0,True,0,1.4243,649
34,Beginning,2891,4,False,False,2,False,,4.501,1249
35,Beginning,2891,3,False,False,2,False,,2.0819,734
36,Beginning,2891,2,False,False,1,True,1,2.501,1121
37,Beginning,2891,2,False,True,0,True,0,1.5197,675
38,Beginning,2891,4,False,True,0,True,0,2.249,871
39,Beginning,2891,1,False,True,0,True,0,1.6168,669
40,Beginning,2891,6,False,True,0,True,0,2.1646,996
41,Beginning,2891,3,False,True,0,True,0,1.7294,744
42,Beginning,2891,6,False,False,1,True,1,2.3362,1020
43,Beginning,2891,3,False,True,0,True,0,1.67,770
44,Beginning,2891,2,False,True,0,True,0,1.7767,801
45,Beginning,2891,1,False,True,0,True,0,1.9206,891
46,Beginning,2891,2,False,True,0,True,0,2.5702,1167
47,Beginning,2891,4,False,False,2,True,2,2.3967,1040
48,Beginning,2891,3,False,True,0,True,0,1.0956,426
49,Beginning,2891,2,False,False,4,False,,3.2189,1364
50,Beginning,2891,1,False,True,0,True,0,3.5976,1507
51,Beginning,2891,2,False,True,0,True,0,1.5541,757
52,Beginning,2891,5,False,True,0,True,0,2.6312,1037
53,Beginning,2891,3,False,True,0,True,0,1.7598,688
54,Beginning,2891,2,False,False,1,True,1,2.0562,737
55,Beginning,2891,1,False,True,0,True,0,1.4093,716
56,Beginning,2891,5,False,True,0,True,0,2.6886,1159
57,Beginning,2891,4,False,False,2,True,2,2.13,926
58,Beginning,2891,5,False,True,0,True,0,3.4754,1441
59,Beginning,2891,2,False,False,3,False,,2.5206,1041
60,Beginning,2891,0,False,False,2,False,,3.9457,1486
61,Beginning,2891,2,False,True,0,True,0,1.6015,781
62,Beginning,2891,4,False,True,0,True,0,2.3075,1004
63,Beginning,2891,2,False,True,0,True,0,1.5049,716
64,Beginning,2891,3,False,True,0,True,0,2.094,963
65,Beginning,2891,6,False,True,0,True,0,1.5552,832
66,Beginning,2891,3,False,True,0,True,0,2.3613,510
67,Beginning,2891,3,False,True,0,True,0,1.6814,621
68,Beginning,2891,4,False,False,10,False,,1.6287,654
69,Beginning,2891,1,False,True,0,True,0,2.3786,1085
70,Beginning,2891,4,False,False,3,False,,1.7988,840
71,Beginning,2891,4,False,True,0,True,0,1.8433,848
72,Beginning,2891,5,False,False,8,True,8,2.0281,930
73,Beginning,2891,2,False,True,0,True,0,1.5607,738
74,Beginning,2891,2,False,True,0,True,0,2.1585,917
75,Beginning,2891,1,False,False,1,True,1,2.3968,872
76,Beginning,2891,1,False,False,2,True,2,2.7953,1248
77,Beginning,2891,3,False,True,0,True,0,1.6056,762
78,Beginning,2891,3,False,True,0,True,0,1.0161,526
79,Beginning,2891,4,False,True,0,True,0,1.108,540
80,Beginning,2891,4,False,False,12,True,12,2.4621,1107
81,Beginning,2891,4,False,True,0,True,0,1.977,885
82,Beginning,2891,3,False,True,0,True,0,1.0889,560
83,Beginning,2891,3,False,False,14,False,,2.1374,786
84,Beginning,2891,1,False,False,1,True,1,2.4014,891
85,Beginning,2891,6,False,True,0,True,0,3.8889,1462
86,Beginning,2891,1,False,True,0,True,0,1.505,751
