positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,0,4,False,True,0,True,0,221.2066,
0,Beginning,1,4,False,True,0,True,0,235.8883,
0,Beginning,2,4,False,True,0,True,0,295.929,
0,Beginning,3,4,False,True,0,True,0,238.0558,
0,Beginning,4,4,False,True,0,True,0,258.3495,
1,Beginning,0,3,False,True,0,True,0,339.059,
1,Beginning,1,3,False,True,0,True,0,361.2512,
1,Beginning,2,3,False,True,0,True,0,339.2016,
1,Beginning,3,3,False,True,0,True,0,331.1761,
1,Beginning,4,3,False,True,0,True,0,312.7481,
2,Beginning,0,5,False,True,0,True,0,337.2413,
2,Beginning,1,5,False,True,0,True,0,347.898,
2,Beginning,2,5,False,True,0,True,0,353.5265,
2,Beginning,3,5,False,True,0,True,0,339.7191,
2,Beginning,4,5,False,True,0,True,0,319.6133,
3,Beginning,0,6,False,True,0,True,0,422.1385,
3,Beginning,1,6,False,True,0,True,0,401.1084,
3,Beginning,2,6,False,True,0,True,0,385.707,
3,Beginning,3,6,False,True,0,True,0,405.5776,
3,Beginning,4,6,False,True,0,True,0,402.6571,
4,Beginning,0,2,False,True,0,True,0,414.1369,
4,Beginning,1,2,False,True,0,True,0,451.6061,
4,Beginning,2,2,False,True,0,True,0,420.1006,
4,Beginning,3,2,False,True,0,True,0,435.439,
4,Beginning,4,2,False,True,0,True,0,462.3413,
5,Beginning,0,2,False,True,0,True,0,135.7239,
5,Beginning,1,2,False,True,0,True,0,147.5036,
5,Beginning,2,4,False,True,0,True,0,147.0249,
5,Beginning,3,4,False,True,0,True,0,174.772,
5,Beginning,4,4,False,True,0,True,0,169.5248,
6,Beginning,0,3,False,False,2,False,,441.6327,
6,Beginning,1,3,False,False,2,False,,487.6477,
6,Beginning,2,3,False,False,2,False,,430.4519,
6,Beginning,3,3,False,False,2,False,,443.9176,
6,Beginning,4,3,False,False,2,False,,411.6675,
7,Beginning,0,4,False,True,0,True,0,109.0487,
7,Beginning,1,4,False,True,0,True,0,123.5485,
7,Beginning,2,4,False,True,0,True,0,109.9497,
7,Beginning,3,4,False,True,0,True,0,99.8892,
7,Beginning,4,4,False,True,0,True,0,103.5892,
8,Beginning,0,2,False,True,0,True,0,327.1798,
8,Beginning,1,2,False,True,0,True,0,444.5653,
