positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,2891,4,False,True,0,True,0,1.3902,605
1,Beginning,2891,3,False,True,0,True,0,0.9842,431
2,Beginning,2891,5,False,True,0,True,0,1.7952,550
3,Beginning,2891,6,False,True,0,True,0,3.5014,1579
4,Beginning,2891,5,False,True,0,True,0,2.7655,1185
5,Beginning,2891,4,False,True,0,True,0,2.4861,997
6,Beginning,2891,5,False,True,0,True,0,1.9434,855
7,Beginning,2891,4,False,True,0,True,0,2.4406,999
8,Beginning,2891,2,False,True,0,True,0,1.439,611
9,Beginning,2891,1,False,True,0,True,0,2.1679,948
10,Beginning,2891,1,False,True,0,True,0,2.1039,911
11,Beginning,2891,3,False,True,0,True,0,1.6061,737
12,Beginning,2891,5,False,False,1,True,1,1.9629,873
13,Beginning,2891,2,False,True,0,True,0,1.9992,881
14,Beginning,2891,4,False,True,0,True,0,2.0242,867
15,Beginning,2891,3,False,True,0,True,0,1.2938,622
16,Beginning,2891,2,False,False,11,False,,1.791,714
17,Beginning,2891,2,False,False,12,False,,1.9581,896
18,Beginning,2891,2,False,True,0,True,0,1.767,772
19,Beginning,2891,4,False,True,0,True,0,1.9845,818
20,Beginning,2891,2,False,True,0,True,0,1.3489,680
21,Beginning,2891,2,False,False,2,True,2,2.7579,1132
22,Beginning,2891,3,False,True,0,True,0,1.2404,532
23,Beginning,2891,3,False,True,0,True,0,1.0614,478
24,Beginning,2891,4,False,False,2,False,,2.5186,938
25,Beginning,2891,4,False,True,0,True,0,2.6399,1034
26,Beginning,2891,3,False,True,0,True,0,1.5885,697
27,Beginning,2891,5,False,False,1,True,1,1.8416,810
28,Beginning,2891,3,False,True,0,True,0,1.0972,418
29,Beginning,2891,3,False,True,0,True,0,1.0717,469
30,Beginning,2891,1,False,True,0,True,0,1.9895,931
31,Beginning,2891,4,False,True,0,True,0,1.5545,703
32,Beginning,2891,5,False,True,0,True,0,1.6422,783
33,Beginning,2891,3,False,True,0,True,0,1.9504,821
34,Beginning,2891,3,False,True,0,True,0,2.4941,1094
35,Beginning,2891,3,False,False,2,False,,2.2919,905
36,Beginning,2891,6,False,True,0,True,0,2.4201,1091
37,Beginning,2891,2,False,True,0,True,0,1.2982,634
38,Beginning,2891,3,False,False,7,True,7,1.7879,799
39,Beginning,2891,3,False,True,0,True,0,1.5554,683
40,Beginning,2891,6,False,True,0,True,0,2.1347,991
41,Beginning,2891,5,False,False,5,False,,2.4634,1061
42,Beginning,2891,4,False,False,1,True,1,2.1962,957
43,Beginning,2891,3,False,True,0,True,0,2.398,1006
44,Beginning,2891,2,False,True,0,True,0,1.5602,688
45,Beginning,2891,1,False,True,0,True,0,1.8799,922
46,Beginning,2891,2,False,True,0,True,0,2.591,1098
47,Beginning,2891,6,False,False,1,True,1,3.0589,1084
48,Beginning,2891,3,False,True,0,True,0,0.9496,417
49,Beginning,2891,2,False,False,4,False,,3.5466,1386
50,Beginning,2891,1,False,True,0,True,0,2.9778,1201
51,Beginning,2891,2,False,True,0,True,0,1.6387,772
52,Beginning,2891,6,False,False,3,False,,2.7947,1070
53,Beginning,2891,3,False,True,0,True,0,2.0816,686
54,Beginning,2891,5,False,False,8,True,8,1.7251,725
55,Beginning,2891,1,False,True,0,True,0,1.2639,612
56,Beginning,2891,5,False,True,0,True,0,3.1199,1272
57,Beginning,2891,6,False,True,0,True,0,2.0171,892
58,Beginning,2891,6,False,False,1,True,1,3.373,1398
59,Beginning,2891,1,False,False,2,False,,2.5637,1074
60,Beginning,2891,6,False,True,0,True,0,6.0875,1631
61,Beginning,2891,2,False,True,0,True,0,1.7657,775
62,Beginning,2891,6,False,False,2,True,2,2.4875,942
63,Beginning,2891,2,False,True,0,True,0,1.4895,692
64,Beginning,2891,3,False,True,0,True,0,1.9433,891
65,Beginning,2891,6,False,True,0,True,0,2.1088,813
66,Beginning,2891,3,False,True,0,True,0,1.1657,510
67,Beginning,2891,5,False,True,0,True,0,1.4291,663
68,Beginning,2891,3,False,True,0,True,0,1.6165,728
69,Beginning,2891,1,False,True,0,True,0,2.3756,1124
70,Beginning,2891,5,False,False,4,False,,2.2789,935
71,Beginning,2891,5,False,False,1,False,,1.4927,776
72,Beginning,2891,3,False,True,0,True,0,1.9161,933
73,Beginning,2891,2,False,True,0,True,0,1.7641,798
74,Beginning,2891,3,False,True,0,True,0,2.2399,902
75,Beginning,2891,2,False,True,0,True,0,1.987,824
76,Beginning,2891,1,False,False,2,True,2,3.3011,1380
77,Beginning,2891,3,False,True,0,True,0,1.6877,744
