positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,2891,4,False,True,0,True,0,2.561,602
1,Beginning,2891,3,False,True,0,True,0,0.9868,431
2,Beginning,2891,5,False,True,0,True,0,1.0058,563
3,Beginning,2891,6,False,True,0,True,0,3.6525,1600
4,Beginning,2891,2,False,True,0,True,0,2.7088,1118
5,Beginning,2891,4,False,True,0,True,0,2.3815,1019
6,Beginning,2891,3,False,False,2,False,,2.1606,846
7,Beginning,2891,4,False,True,0,True,0,2.7766,1000
8,Beginning,2891,2,False,True,0,True,0,1.2953,607
9,Beginning,2891,1,False,True,0,True,0,2.1418,957
10,Beginning,2891,2,False,False,3,False,,2.0657,901
11,Beginning,2891,3,False,True,0,True,0,1.6228,729
12,Beginning,2891,3,False,False,2,True,2,1.8869,827
13,Beginning,2891,2,False,True,0,True,0,1.7968,800
14,Beginning,2891,3,False,False,2,False,,2.3735,844
15,Beginning,2891,3,False,True,0,True,0,1.3458,625
16,Beginning,2891,2,False,False,11,False,,1.3474,716
17,Beginning,2891,2,False,False,12,False,,2.1349,907
18,Beginning,2891,2,False,True,0,True,0,1.8372,769
19,Beginning,2891,4,False,True,0,True,0,1.8717,795
20,Beginning,2891,2,False,True,0,True,0,1.2877,680
21,Beginning,2891,0,False,False,3,True,3,2.7016,1127
22,Beginning,2891,3,False,True,0,True,0,1.8604,523
23,Beginning,2891,3,False,True,0,True,0,1.6046,478
24,Beginning,2891,4,False,False,2,False,,2.4717,908
25,Beginning,2891,4,False,True,0,True,0,2.3813,909
26,Beginning,2891,3,False,True,0,True,0,1.4311,573
27,Beginning,2891,4,False,True,0,True,0,1.9034,836
28,Beginning,2891,3,False,True,0,True,0,0.9714,446
29,Beginning,2891,3,False,True,0,True,0,1.0635,469
30,Beginning,2891,1,False,True,0,True,0,2.0185,935
31,Beginning,2891,4,False,True,0,True,0,2.2606,608
32,Beginning,2891,5,False,True,0,True,0,1.8653,785
33,Beginning,2891,3,False,True,0,True,0,1.4819,642
34,Beginning,2891,2,False,False,4,False,,2.8055,1179
35,Beginning,2891,3,False,False,2,False,,1.9089,791
36,Beginning,2891,6,False,True,0,True,0,2.4629,1111
37,Beginning,2891,2,False,True,0,True,0,1.3664,628
38,Beginning,2891,4,False,True,0,True,0,1.9587,828
39,Beginning,2891,1,False,True,0,True,0,1.5824,658
40,Beginning,2891,6,False,True,0,True,0,2.1061,991
41,Beginning,2891,5,False,False,5,False,,2.1046,881
42,Beginning,2891,4,False,False,1,True,1,2.147,933
43,Beginning,2891,3,False,True,0,True,0,1.8971,825
44,Beginning,2891,2,False,True,0,True,0,1.5877,711
45,Beginning,2891,1,False,True,0,True,0,2.0844,907
46,Beginning,2891,2,False,True,0,True,0,2.826,1157
47,Beginning,2891,4,False,False,2,True,2,2.4404,1069
48,Beginning,2891,3,False,True,0,True,0,1.3694,426
49,Beginning,2891,2,False,False,4,False,,3.2989,1372
50,Beginning,2891,1,False,True,0,True,0,2.7486,1215
51,Beginning,2891,2,False,True,0,True,0,1.5352,771
52,Beginning,2891,6,False,False,3,False,,2.9089,1058
53,Beginning,2891,3,False,True,0,True,0,1.5802,685
54,Beginning,2891,5,False,False,8,True,8,1.6092,712
55,Beginning,2891,1,False,True,0,True,0,1.4221,693
56,Beginning,2891,5,False,True,0,True,0,2.9529,1213
57,Beginning,2891,6,False,True,0,True,0,1.9931,918
58,Beginning,2891,5,False,True,0,True,0,4.2685,1507
59,Beginning,2891,2,False,False,3,False,,2.5343,1062
60,Beginning,2891,6,False,True,0,True,0,3.569,1540
61,Beginning,2891,2,False,True,0,True,0,1.8863,775
62,Beginning,2891,4,False,True,0,True,0,2.2881,940
63,Beginning,2891,3,False,True,0,True,0,1.4693,685
64,Beginning,2891,3,False,True,0,True,0,2.4068,946
65,Beginning,2891,6,False,True,0,True,0,1.6466,822
66,Beginning,2891,3,False,True,0,True,0,1.2073,512
67,Beginning,2891,5,False,True,0,True,0,1.3739,613
68,Beginning,2891,4,False,False,10,False,,1.5954,692
69,Beginning,2891,1,False,True,0,True,0,2.4408,1091
70,Beginning,2891,4,False,False,3,False,,2.1242,898
71,Beginning,2891,4,False,True,0,True,0,1.5931,768
72,Beginning,2891,3,False,True,0,True,0,1.8744,932
73,Beginning,2891,2,False,True,0,True,0,2.2532,746
74,Beginning,2891,3,False,True,0,True,0,2.1051,880
75,Beginning,2891,2,False,True,0,True,0,1.7696,814
76,Beginning,2891,1,False,False,2,True,2,3.2559,1366
77,Beginning,2891,3,False,True,0,True,0,1.7458,722
78,Beginning,2891,3,False,True,0,True,0,1.4504,514
79,Beginning,2891,4,False,True,0,True,0,1.378,530
80,Beginning,2891,4,False,False,12,True,12,2.6338,1059
81,Beginning,2891,4,False,True,0,True,0,2.0397,925
82,Beginning,2891,3,False,True,0,True,0,1.1951,568
83,Beginning,2891,3,False,False,14,False,,1.806,764
84,Beginning,2891,2,False,True,0,True,0,1.8925,852
85,Beginning,2891,6,False,True,0,True,0,3.4607,1476
86,Beginning,2891,1,False,True,0,True,0,1.55,750
87,Beginning,2891,4,False,True,0,True,0,2.1124,905
88,Beginning,2891,3,False,True,0,True,0,2.7225,709
89,Beginning,2891,3,False,True,0,True,0,1.1653,495
90,Beginning,2891,3,False,True,0,True,0,2.4097,1056
91,Beginning,2891,4,False,True,0,True,0,1.0464,565
92,Beginning,2891,6,False,True,0,True,0,2.2546,1022
93,Beginning,2891,2,False,False,9,False,,2.6473,1129
94,Beginning,2891,3,False,True,0,True,0,2.4534,868
95,Beginning,2891,2,False,True,0,True,0,4.2898,1259
96,Beginning,2891,2,False,True,0,True,0,1.5936,781
97,Beginning,2891,3,False,True,0,True,0,2.4584,1062
98,Beginning,2891,3,False,True,0,True,0,1.621,738
99,Beginning,2891,2,False,True,0,True,0,2.3372,996
100,Beginning,2891,3,False,True,0,True,0,1.2442,609
101,Beginning,2891,5,False,True,0,True,0,1.5886,783
102,Beginning,2891,1,False,False,5,False,,3.5864,1034
103,Beginning,2891,3,False,True,0,True,0,1.8852,864
104,Beginning,2891,3,False,True,0,True,0,1.7827,810
105,Beginning,2891,3,False,True,0,True,0,0.8772,389
106,Beginning,2891,3,False,True,0,True,0,2.4323,790
107,Beginning,2891,3,False,True,0,True,0,1.6975,782
108,Beginning,2891,3,False,True,0,True,0,2.3197,943
109,Beginning,2891,1,False,True,0,True,0,3.9929,1088
110,Beginning,2891,3,False,True,0,True,0,2.8073,1049
111,Beginning,2891,2,False,True,0,True,0,2.9602,1258
112,Beginning,2891,3,False,True,0,True,0,1.09,489
113,Beginning,2891,2,False,False,1,True,1,2.8157,1103
114,Beginning,2891,5,False,True,0,True,0,1.9337,823
115,Beginning,2891,2,False,True,0,True,0,2.2575,948
116,Beginning,2891,2,False,True,0,True,0,1.8756,820
117,Beginning,2891,4,False,True,0,True,0,2.1767,1012
118,Beginning,2891,6,False,False,1,True,1,1.5044,694
119,Beginning,2891,4,False,True,0,True,0,1.0521,507
120,Beginning,2891,3,False,True,0,True,0,1.141,548
121,Beginning,2891,3,False,True,0,True,0,0.8971,402
122,Beginning,2891,3,False,True,0,True,0,1.7433,796
123,Beginning,2891,3,False,True,0,True,0,1.6841,694
124,Beginning,2891,1,False,True,0,True,0,3.627,1036
125,Beginning,2891,3,False,False,2,True,2,2.9045,920
126,Beginning,2891,4,False,False,7,False,,2.9458,942
127,Beginning,2891,3,False,True,0,True,0,1.6598,610
128,Beginning,2891,3,False,True,0,True,0,1.4982,681
129,Beginning,2891,3,False,False,2,False,,2.8884,1044
130,Beginning,2891,3,False,False,1,False,,3.3091,672
131,Beginning,2891,6,False,True,0,True,0,3.2488,1176
132,Beginning,2891,3,False,True,0,True,0,1.8549,506
133,Beginning,2891,4,False,True,0,True,0,3.5645,1212
134,Beginning,2891,4,False,True,0,True,0,2.6128,930
135,Beginning,2891,4,False,True,0,True,0,2.2041,1000
136,Beginning,2891,4,False,True,0,True,0,2.077,802
137,Beginning,2891,2,False,False,7,True,7,2.8983,1033
138,Beginning,2891,2,False,True,0,True,0,1.5388,694
139,Beginning,2891,4,False,True,0,True,0,1.1637,592
140,Beginning,2891,4,False,False,5,False,,2.1908,967
141,Beginning,2891,3,False,True,0,True,0,2.9515,933
142,Beginning,2891,6,False,True,0,True,0,2.4083,1094
143,Beginning,2891,5,False,True,0,True,0,2.4168,845
144,Beginning,2891,3,False,True,0,True,0,1.6733,692
145,Beginning,2891,3,False,True,0,True,0,3.1296,1316
146,Beginning,2891,4,False,False,5,True,5,2.1969,995
147,Beginning,2891,0,False,False,5,False,,4.761,1851
148,Beginning,2891,5,False,True,0,True,0,1.9187,912
149,Beginning,2891,5,False,False,3,True,3,2.9086,1118
150,Beginning,2891,4,False,True,0,True,0,1.4988,695
151,Beginning,2891,3,False,True,0,True,0,1.2131,680
152,Beginning,2891,5,False,True,0,True,0,2.3214,980
153,Beginning,2891,2,False,False,1,True,1,3.1696,998
154,Beginning,2891,6,False,False,1,True,1,3.7023,1446
155,Beginning,2891,4,False,True,0,True,0,1.8641,830
156,Beginning,2891,5,False,True,0,True,0,2.708,1016
157,Beginning,2891,3,False,True,0,True,0,1.1476,521
158,Beginning,2891,1,False,True,0,True,0,1.5653,767
159,Beginning,2891,0,False,True,0,True,0,3.0066,1275
160,Beginning,2891,2,False,True,0,True,0,2.7102,1116
161,Beginning,2891,2,False,True,0,True,0,2.3459,1069
162,Beginning,2891,3,False,False,1,True,1,1.5976,697
163,Beginning,2891,5,False,False,8,False,,2.1192,899
164,Beginning,2891,3,False,True,0,True,0,1.0135,464
165,Beginning,2891,1,False,False,2,False,,2.2537,959
166,Beginning,2891,3,False,True,0,True,0,2.2461,774
167,Beginning,2891,3,False,False,14,False,,2.4452,1054
168,Beginning,2891,4,False,True,0,True,0,2.1496,959
169,Beginning,2891,2,False,True,0,True,0,1.4919,680
170,Beginning,2891,5,False,True,0,True,0,2.3048,1010
171,Beginning,2891,2,False,False,1,True,1,2.1121,876
172,Beginning,2891,2,False,True,0,True,0,2.2332,907
173,Beginning,2891,3,False,True,0,True,0,3.0884,927
174,Beginning,2891,1,False,True,0,True,0,1.3435,719
175,Beginning,2891,5,False,False,10,True,10,2.7913,1188
176,Beginning,2891,3,False,False,1,True,1,1.7299,715
177,Beginning,2891,6,False,True,0,True,0,2.6544,1156
178,Beginning,2891,1,False,True,0,True,0,3.4504,1154
179,Beginning,2891,4,False,False,2,False,,5.0639,1214
180,Beginning,2891,1,False,True,0,True,0,1.1847,611
181,Beginning,2891,2,False,True,0,True,0,2.3529,1053
182,Beginning,2891,3,False,True,0,True,0,1.3368,628
183,Beginning,2891,2,False,True,0,True,0,2.287,1013
184,Beginning,2891,4,False,False,5,False,,2.3425,1009
185,Beginning,2891,6,False,True,0,True,0,3.3895,993
186,Beginning,2891,3,False,True,0,True,0,3.1021,875
187,Beginning,2891,2,False,True,0,True,0,1.881,668
188,Beginning,2891,5,False,False,1,True,1,2.4985,978
189,Beginning,2891,6,False,True,0,True,0,2.3791,972
190,Beginning,2891,5,False,True,0,True,0,2.7675,1150
191,Beginning,2891,3,False,True,0,True,0,1.819,698
192,Beginning,2891,5,False,True,0,True,0,2.9635,1190
193,Beginning,2891,4,False,True,0,True,0,1.053,521
194,Beginning,2891,5,False,True,0,True,0,1.975,917
195,Beginning,2891,3,False,True,0,True,0,2.6579,1135
196,Beginning,2891,3,False,True,0,True,0,2.2864,1006
197,Beginning,2891,4,False,True,0,True,0,2.0643,860
198,Beginning,2891,2,False,True,0,True,0,5.4084,1515
199,Beginning,2891,2,False,False,6,False,,3.1832,1216
200,Beginning,2891,1,False,False,5,False,,1.9237,830
201,Beginning,2891,3,False,True,0,True,0,1.4274,633
202,Beginning,2891,4,False,True,0,True,0,1.1414,549
203,Beginning,2891,0,False,True,0,True,0,5.0999,2005
204,Beginning,2891,3,False,True,0,True,0,0.8479,375
205,Beginning,2891,5,False,True,0,True,0,2.4512,992
206,Beginning,2891,3,False,True,0,True,0,1.2079,561
207,Beginning,2891,1,False,True,0,True,0,3.3607,1297
208,Beginning,2891,3,False,True,0,True,0,2.5885,1061
209,Beginning,2891,5,False,True,0,True,0,2.8988,1163
210,Middle,2891,5,False,False,1,False,,3.3322,1261
211,Middle,2891,2,False,False,1,False,,2.4829,932
212,Middle,2891,2,False,True,0,True,0,0.7423,459
213,Middle,2891,1,False,True,0,True,0,0.8212,459
214,Middle,2891,2,False,True,0,True,0,0.355,188
215,Middle,2891,2,False,True,0,True,0,1.1002,608
216,Middle,2891,4,False,False,8,False,,1.8264,846
217,Middle,2891,2,False,True,0,True,0,0.8942,457
218,Middle,2891,2,False,False,1,True,1,0.77,407
219,Middle,2891,4,False,False,2,False,,0.2198,103
220,Middle,2891,5,False,True,0,True,0,1.827,635
221,Middle,2891,3,False,True,0,True,0,0.866,199
222,Middle,2891,3,False,True,0,True,0,1.5275,389
223,Middle,2891,1,False,False,3,False,,2.6023,834
224,Middle,2891,4,False,True,0,True,0,0.7375,390
225,Middle,2891,2,False,True,0,True,0,0.5392,308
226,Middle,2891,4,False,True,0,True,0,0.9584,497
227,Middle,2891,0,False,True,0,True,0,1.0952,621
228,Middle,2891,6,False,True,0,True,0,0.4723,300
229,Middle,2891,3,False,True,0,True,0,0.5413,237
230,Middle,2891,4,False,True,0,True,0,0.807,404
231,Middle,2891,3,False,True,0,True,0,0.9745,360
232,Middle,2891,4,False,True,0,True,0,1.0061,542
233,Middle,2891,4,False,True,0,True,0,0.4764,286
234,Middle,2891,3,False,True,0,True,0,3.1017,850
235,Middle,2891,5,False,True,0,True,0,0.4822,252
236,Middle,2891,3,False,True,0,True,0,0.3639,199
237,Middle,2891,2,False,True,0,True,0,1.8329,655
238,Middle,2891,5,False,True,0,True,0,1.4559,525
239,Middle,2891,6,False,True,0,True,0,2.6336,1143
240,Middle,2891,2,False,False,3,False,,1.0701,509
241,Middle,2891,3,False,True,0,True,0,1.5322,671
242,Middle,2891,2,False,False,5,True,5,1.7151,741
243,Middle,2891,6,False,True,0,True,0,2.8234,1068
244,Middle,2891,6,False,True,0,True,0,0.8301,350
245,Middle,2891,4,False,True,0,True,0,1.5879,637
246,Middle,2891,2,False,True,0,True,0,0.5228,253
