positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,2891,4,False,True,0,True,0,189.3721,40673
1,Beginning,2891,3,False,True,0,True,0,137.2718,23512
2,Beginning,2891,5,False,True,0,True,0,211.3993,39166
3,Beginning,2891,6,False,True,0,True,0,4786.3313,819743
4,Beginning,2891,1,False,False,1,True,1,991.8505,172353
5,Beginning,2891,4,False,True,0,True,0,482.0387,96351
6,Beginning,2891,3,False,False,2,False,,502.546,89947
7,Beginning,2891,4,False,True,0,True,0,490.2572,93275
8,Beginning,2891,2,False,True,0,True,0,170.0078,33946
9,Beginning,2891,3,False,False,1,True,1,1506.7714,303687
10,Beginning,2891,4,False,False,2,False,,507.7326,91848
11,Beginning,2891,3,False,True,0,True,0,276.4408,56922
12,Beginning,2891,3,False,False,2,True,2,273.4139,55275
13,Beginning,2891,2,False,True,0,True,0,402.3319,84681
14,Beginning,2891,4,False,True,0,True,0,304.9081,57698
15,Beginning,2891,3,False,True,0,True,0,247.9208,46598
16,Beginning,2891,2,False,False,11,False,,157.7945,35151
17,Beginning,2891,5,False,True,0,True,0,280.5083,61711
18,Beginning,2891,1,False,False,4,False,,331.9992,73209
19,Beginning,2891,4,False,True,0,True,0,556.5468,111202
20,Beginning,2891,2,False,True,0,True,0,155.5562,39974
21,Beginning,2891,4,False,True,0,True,0,824.7078,141980
22,Beginning,2891,3,False,True,0,True,0,166.4048,27582
23,Beginning,2891,3,False,True,0,True,0,183.6727,36149
24,Beginning,2891,3,False,True,0,True,0,659.5183,111091
25,Beginning,2891,4,False,True,0,True,0,234.6453,55203
26,Beginning,2891,3,False,True,0,True,0,288.3077,55848
27,Beginning,2891,3,False,True,0,True,0,477.4076,93843
28,Beginning,2891,3,False,True,0,True,0,139.401,25047
29,Beginning,2891,3,False,True,0,True,0,148.2667,27686
30,Beginning,2891,1,False,True,0,True,0,453.6195,94030
31,Beginning,2891,4,False,True,0,True,0,686.6928,125556
32,Beginning,2891,5,False,True,0,True,0,432.9536,93266
33,Beginning,2891,3,False,True,0,True,0,364.5267,70158
34,Beginning,2891,3,False,True,0,True,0,3053.8044,501694
35,Beginning,2891,3,False,False,2,False,,617.125,108671
36,Beginning,2891,2,False,False,1,True,1,1638.5915,296572
37,Beginning,2891,2,False,True,0,True,0,265.515,48374
38,Beginning,2891,4,False,True,0,True,0,313.0446,72494
39,Beginning,2891,3,False,True,0,True,0,322.2882,62541
40,Beginning,2891,6,False,True,0,True,0,985.1486,184208
41,Beginning,2891,5,False,False,5,False,,321.8198,63858
42,Beginning,2891,4,False,False,1,True,1,663.3465,130549
43,Beginning,2891,3,False,True,0,True,0,329.6286,61081
44,Beginning,2891,2,False,True,0,True,0,229.2929,47211
45,Beginning,2891,2,False,False,4,True,4,342.2202,63777
46,Beginning,2891,2,False,True,0,True,0,767.8132,153012
47,Beginning,2891,3,False,True,0,True,0,1279.4115,231572
48,Beginning,2891,3,False,True,0,True,0,120.3579,22020
49,Beginning,2891,2,False,False,4,False,,3017.2562,512940
50,Beginning,2891,3,False,True,0,True,0,541.7107,108504
51,Beginning,2891,2,False,True,0,True,0,599.5349,111084
52,Beginning,2891,4,False,False,1,True,1,1052.0072,193284
53,Beginning,2891,3,False,True,0,True,0,347.3945,64798
54,Beginning,2891,3,False,True,0,True,0,499.5772,87860
55,Beginning,2891,1,False,True,0,True,0,235.6639,51285
56,Beginning,2891,5,False,True,0,True,0,1045.4598,186835
57,Beginning,2891,4,False,False,2,True,2,744.5425,130881
58,Beginning,2891,5,False,True,0,True,0,1309.8869,214464
59,Beginning,2891,2,False,False,3,False,,930.0283,162227
60,Beginning,2891,0,False,False,2,False,,2271.0572,358038
61,Beginning,2891,2,False,True,0,True,0,597.3661,108368
62,Beginning,2891,4,False,True,0,True,0,453.3913,86939
63,Beginning,2891,3,False,True,0,True,0,190.0577,39114
64,Beginning,2891,3,False,True,0,True,0,529.2334,94764
65,Beginning,2891,6,False,True,0,True,0,442.3177,92411
66,Beginning,2891,3,False,True,0,True,0,279.0306,52130
67,Beginning,2891,3,False,True,0,True,0,261.1919,56489
68,Beginning,2891,3,False,True,0,True,0,203.4594,47444
69,Beginning,2891,1,False,True,0,True,0,981.8049,182332
70,Beginning,2891,5,False,False,4,False,,807.4033,146004
71,Beginning,2891,4,False,True,0,True,0,529.5597,80655
72,Beginning,2891,2,False,True,0,True,0,468.7775,99664
73,Beginning,2891,3,False,False,6,False,,432.869,76198
74,Beginning,2891,3,False,True,0,True,0,264.0094,60771
75,Beginning,2891,2,False,True,0,True,0,303.9238,62613
76,Beginning,2891,2,False,True,0,True,0,1130.4167,207276
77,Beginning,2891,3,False,True,0,True,0,322.9988,63163
78,Beginning,2891,3,False,True,0,True,0,267.6444,54945
79,Beginning,2891,4,False,True,0,True,0,169.1218,31861
80,Beginning,2891,2,False,True,0,True,0,1124.5288,192780
81,Beginning,2891,3,False,False,2,True,2,544.5182,102005
82,Beginning,2891,3,False,True,0,True,0,242.6547,39441
83,Beginning,2891,4,False,True,0,True,0,419.4581,82131
84,Beginning,2891,2,False,True,0,True,0,639.3333,118527
85,Beginning,2891,6,False,True,0,True,0,2246.6047,396863
86,Beginning,2891,1,False,True,0,True,0,233.4539,51345
87,Beginning,2891,6,False,False,4,False,,776.0337,145025
88,Beginning,2891,3,False,True,0,True,0,262.8201,57159
89,Beginning,2891,3,False,True,0,True,0,393.2382,68217
90,Beginning,2891,2,False,True,0,True,0,1392.6635,245556
91,Beginning,2891,4,False,True,0,True,0,81.9791,22235
92,Beginning,2891,6,False,True,0,True,0,592.3627,121205
93,Beginning,2891,2,False,False,9,False,,512.1129,97996
94,Beginning,2891,3,False,True,0,True,0,350.6724,73437
95,Beginning,2891,2,False,True,0,True,0,2501.7813,427265
96,Beginning,2891,2,False,True,0,True,0,698.0985,120590
97,Beginning,2891,3,False,True,0,True,0,1303.9832,229372
98,Beginning,2891,3,False,True,0,True,0,880.561,166672
99,Beginning,2891,2,False,True,0,True,0,775.6163,134524
100,Beginning,2891,3,False,True,0,True,0,814.0482,136731
101,Beginning,2891,5,False,True,0,True,0,406.2853,68296
102,Beginning,2891,2,False,True,0,True,0,1105.3337,186158
103,Beginning,2891,3,False,True,0,True,0,621.1038,99232
104,Beginning,2891,3,False,True,0,True,0,748.6828,139389
105,Beginning,2891,3,False,True,0,True,0,115.183,19562
106,Beginning,2891,3,False,True,0,True,0,642.464,106639
107,Beginning,2891,3,False,True,0,True,0,453.5486,72641
108,Beginning,2891,3,False,True,0,True,0,368.9332,58502
109,Beginning,2891,1,False,True,0,True,0,911.5078,157853
110,Beginning,2891,3,False,True,0,True,0,940.2333,155212
111,Beginning,2891,2,False,True,0,True,0,1979.6538,340414
112,Beginning,2891,3,False,True,0,True,0,195.3114,34199
113,Beginning,2891,2,False,False,1,True,1,1238.2252,214453
114,Beginning,2891,5,False,True,0,True,0,692.2793,123563
115,Beginning,2891,2,False,True,0,True,0,751.2434,129522
116,Beginning,2891,2,False,True,0,True,0,510.6891,82032
117,Beginning,2891,3,False,False,1,True,1,902.5009,143041
118,Beginning,2891,3,False,True,0,True,0,417.9041,72923
119,Beginning,2891,4,False,True,0,True,0,114.5308,22458
120,Beginning,2891,3,False,True,0,True,0,315.6124,54499
121,Beginning,2891,3,False,True,0,True,0,100.8269,22126
122,Beginning,2891,3,False,True,0,True,0,530.0218,91435
123,Beginning,2891,2,False,True,0,True,0,404.459,79319
124,Beginning,2891,3,False,False,1,True,1,795.5065,133168
125,Beginning,2891,3,False,False,2,True,2,367.7891,64977
