positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,0,4,False,True,0,True,0,29.3897,
0,Beginning,1,4,False,True,0,True,0,26.828,
0,Beginning,2,4,False,True,0,True,0,30.4679,
0,Beginning,3,4,False,True,0,True,0,39.4717,
0,Beginning,4,4,False,True,0,True,0,30.9461,
1,Beginning,0,3,False,True,0,True,0,42.1192,
1,Beginning,1,3,False,True,0,True,0,40.9911,
1,Beginning,2,3,False,True,0,True,0,44.2292,
1,Beginning,3,3,False,True,0,True,0,53.5768,
1,Beginning,4,3,False,True,0,True,0,56.3802,
2,Beginning,0,5,False,True,0,True,0,40.0544,
2,Beginning,1,5,False,True,0,True,0,42.3822,
2,Beginning,2,5,False,True,0,True,0,39.5871,
2,Beginning,3,5,False,True,0,True,0,34.147,
2,Beginning,4,5,False,True,0,True,0,30.6359,
3,Beginning,0,6,False,True,0,True,0,51.0972,
3,Beginning,1,6,False,True,0,True,0,49.8281,
3,Beginning,2,6,False,True,0,True,0,51.1122,
3,Beginning,3,6,False,True,0,True,0,45.6747,
3,Beginning,4,6,False,True,0,True,0,45.9648,
4,Beginning,0,2,False,True,0,True,0,44.6044,
4,Beginning,1,5,False,True,0,True,0,51.9157,
4,Beginning,2,2,False,True,0,True,0,46.3392,
4,Beginning,3,5,False,True,0,True,0,46.5846,
4,Beginning,4,2,False,True,0,True,0,51.621,
5,Beginning,0,4,False,True,0,True,0,47.1837,
5,Beginning,1,4,False,True,0,True,0,34.2167,
5,Beginning,2,4,False,True,0,True,0,37.1456,
5,Beginning,3,4,False,True,0,True,0,34.772,
5,Beginning,4,4,False,True,0,True,0,29.4111,
6,Beginning,0,3,False,False,2,False,,46.8268,
6,Beginning,1,3,False,False,2,False,,66.9163,
6,Beginning,2,3,False,False,2,False,,58.3089,
6,Beginning,3,3,False,False,2,False,,56.2659,
6,Beginning,4,3,False,False,2,False,,64.4766,
7,Beginning,0,4,False,True,0,True,0,29.5464,
7,Beginning,1,4,False,True,0,True,0,30.021,
7,Beginning,2,4,False,True,0,True,0,35.8942,
7,Beginning,3,4,False,True,0,True,0,32.5271,
7,Beginning,4,4,False,True,0,True,0,26.9361,
8,Beginning,0,2,False,True,0,True,0,34.7052,
8,Beginning,1,2,False,True,0,True,0,39.4775,
8,Beginning,2,2,False,True,0,True,0,42.6439,
8,Beginning,3,2,False,True,0,True,0,34.1979,
8,Beginning,4,2,False,True,0,True,0,33.569,
9,Beginning,0,2,False,False,2,True,2,55.4248,
9,Beginning,1,3,False,False,1,True,1,43.6083,
9,Beginning,2,4,False,True,0,True,0,50.152,
9,Beginning,3,2,False,False,2,True,2,43.3078,
9,Beginning,4,2,False,False,2,True,2,44.9203,
10,Beginning,0,3,False,True,0,True,0,51.4484,
10,Beginning,1,3,False,True,0,True,0,55.3942,
10,Beginning,2,4,False,False,2,False,,59.9527,
10,Beginning,3,3,False,True,0,True,0,62.0695,
10,Beginning,4,3,False,True,0,True,0,51.4152,
11,Beginning,0,3,False,True,0,True,0,40.1503,
11,Beginning,1,3,False,True,0,True,0,34.3619,
11,Beginning,2,3,False,True,0,True,0,39.9908,
11,Beginning,3,3,False,True,0,True,0,48.7593,
11,Beginning,4,3,False,True,0,True,0,51.8234,
12,Beginning,0,3,False,False,2,True,2,62.245,
12,Beginning,1,3,False,False,2,True,2,55.6634,
12,Beginning,2,3,False,False,2,True,2,54.1855,
12,Beginning,3,3,False,False,2,True,2,55.2069,
12,Beginning,4,3,False,False,2,True,2,52.0666,
13,Beginning,0,2,False,True,0,True,0,34.8745,
13,Beginning,1,2,False,True,0,True,0,34.2618,
13,Beginning,2,2,False,True,0,True,0,33.8259,
13,Beginning,3,2,False,True,0,True,0,34.8402,
13,Beginning,4,2,False,True,0,True,0,25.3554,
14,Beginning,0,3,False,False,2,False,,48.3525,
14,Beginning,1,3,False,False,2,False,,47.1308,
