positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,0,4,False,True,0,True,0,115.1926,
0,Beginning,1,4,False,True,0,True,0,120.7798,
0,Beginning,2,4,False,True,0,True,0,120.5605,
0,Beginning,3,4,False,True,0,True,0,112.31,
0,Beginning,4,4,False,True,0,True,0,120.1133,
1,Beginning,0,3,False,True,0,True,0,176.2211,
1,Beginning,1,3,False,True,0,True,0,174.8876,
1,Beginning,2,3,False,True,0,True,0,173.0879,
1,Beginning,3,3,False,True,0,True,0,207.0429,
1,Beginning,4,3,False,True,0,True,0,198.3174,
2,Beginning,0,5,False,True,0,True,0,159.7867,
2,Beginning,1,5,False,True,0,True,0,161.9087,
2,Beginning,2,5,False,True,0,True,0,171.7944,
2,Beginning,3,5,False,True,0,True,0,172.5316,
2,Beginning,4,5,False,True,0,True,0,161.3356,
3,Beginning,0,6,False,True,0,True,0,195.9812,
3,Beginning,1,6,False,True,0,True,0,203.0991,
3,Beginning,2,6,False,True,0,True,0,193.2882,
3,Beginning,3,6,False,True,0,True,0,244.7769,
3,Beginning,4,6,False,True,0,True,0,229.9156,
4,Beginning,0,2,False,True,0,True,0,222.665,
4,Beginning,1,2,False,True,0,True,0,200.8647,
4,Beginning,2,2,False,True,0,True,0,187.4468,
4,Beginning,3,2,False,True,0,True,0,212.8967,
4,Beginning,4,2,False,True,0,True,0,207.3579,
5,Beginning,0,2,False,True,0,True,0,79.7587,
5,Beginning,1,2,False,True,0,True,0,82.7339,
5,Beginning,2,4,False,True,0,True,0,83.6303,
5,Beginning,3,4,False,True,0,True,0,76.6244,
5,Beginning,4,4,False,True,0,True,0,82.6261,
6,Beginning,0,3,False,False,2,False,,200.766,
6,Beginning,1,3,False,False,2,False,,175.5666,
6,Beginning,2,3,False,False,2,False,,230.0271,
6,Beginning,3,3,False,False,2,False,,225.2919,
6,Beginning,4,3,False,False,2,False,,196.2057,
7,Beginning,0,4,False,True,0,True,0,57.8507,
7,Beginning,1,4,False,True,0,True,0,61.8714,
7,Beginning,2,4,False,True,0,True,0,57.7746,
7,Beginning,3,4,False,True,0,True,0,61.0596,
7,Beginning,4,4,False,True,0,True,0,56.7216,
8,Beginning,0,2,False,True,0,True,0,170.2114,
8,Beginning,1,2,False,True,0,True,0,156.3641,
8,Beginning,2,2,False,True,0,True,0,161.5033,
8,Beginning,3,2,False,True,0,True,0,159.9399,
8,Beginning,4,2,False,True,0,True,0,138.2971,
9,Beginning,0,3,False,False,1,True,1,191.8131,
9,Beginning,1,3,False,False,1,True,1,190.8193,
9,Beginning,2,3,False,False,1,True,1,184.0876,
9,Beginning,3,3,False,False,1,True,1,246.8747,
9,Beginning,4,3,False,False,1,True,1,204.5863,
10,Beginning,0,2,False,False,3,False,,234.51,
10,Beginning,1,4,False,False,2,False,,183.384,
10,Beginning,2,2,False,False,3,False,,188.7114,
10,Beginning,3,2,False,False,3,False,,191.9047,
10,Beginning,4,4,False,False,2,False,,199.6693,
11,Beginning,0,3,False,True,0,True,0,173.3816,
11,Beginning,1,3,False,True,0,True,0,166.4446,
11,Beginning,2,3,False,True,0,True,0,187.8639,
11,Beginning,3,3,False,True,0,True,0,187.3542,
11,Beginning,4,3,False,True,0,True,0,194.8805,
12,Beginning,0,3,False,False,2,True,2,187.5792,
12,Beginning,1,3,False,False,2,True,2,192.6383,
12,Beginning,2,3,False,False,2,True,2,188.5365,
12,Beginning,3,2,False,True,0,True,0,200.4355,
12,Beginning,4,3,False,False,2,True,2,210.3062,
13,Beginning,0,2,False,True,0,True,0,66.4509,
13,Beginning,1,2,False,True,0,True,0,68.536,
13,Beginning,2,2,False,True,0,True,0,66.7464,
13,Beginning,3,2,False,True,0,True,0,62.621,
13,Beginning,4,2,False,True,0,True,0,62.3885,
14,Beginning,0,3,False,False,2,False,,185.5927,
14,Beginning,1,3,False,False,2,False,,214.1238,
14,Beginning,2,3,False,False,2,False,,232.8492,
14,Beginning,3,3,False,False,2,False,,208.2792,
14,Beginning,4,3,False,False,2,False,,207.514,
15,Beginning,0,3,False,True,0,True,0,181.2384,
15,Beginning,1,3,False,True,0,True,0,160.9366,
15,Beginning,2,3,False,True,0,True,0,169.0836,
15,Beginning,3,3,False,True,0,True,0,165.1644,
15,Beginning,4,3,False,True,0,True,0,165.7816,
16,Beginning,0,2,False,False,11,False,,167.6435,
16,Beginning,1,2,False,False,11,False,,187.6111,
16,Beginning,2,2,False,False,11,False,,162.4647,
16,Beginning,3,2,False,False,11,False,,143.3771,
16,Beginning,4,2,False,False,11,False,,152.4597,
17,Beginning,0,5,False,True,0,True,0,148.7046,
17,Beginning,1,5,False,True,0,True,0,147.5393,
17,Beginning,2,5,False,True,0,True,0,161.2007,
17,Beginning,3,5,False,True,0,True,0,133.5193,
17,Beginning,4,5,False,True,0,True,0,173.4682,
18,Beginning,0,2,False,True,0,True,0,153.3444,
18,Beginning,1,2,False,True,0,True,0,158.2485,
18,Beginning,2,2,False,True,0,True,0,178.8608,
18,Beginning,3,2,False,True,0,True,0,200.3792,
18,Beginning,4,2,False,True,0,True,0,183.0208,
19,Beginning,0,4,False,True,0,True,0,189.4985,
19,Beginning,1,4,False,True,0,True,0,193.1127,
19,Beginning,2,4,False,True,0,True,0,185.7229,
19,Beginning,3,4,False,True,0,True,0,175.4703,
19,Beginning,4,4,False,True,0,True,0,171.6875,
20,Beginning,0,2,False,True,0,True,0,60.5451,
20,Beginning,1,2,False,True,0,True,0,69.3328,
20,Beginning,2,2,False,True,0,True,0,41.1291,
20,Beginning,3,2,False,True,0,True,0,55.7318,
20,Beginning,4,2,False,True,0,True,0,59.6066,
21,Beginning,0,2,False,False,2,True,2,224.7253,
21,Beginning,1,2,False,False,2,True,2,229.8119,
21,Beginning,2,2,False,False,2,True,2,244.227,
21,Beginning,3,2,False,False,2,True,2,226.5914,
21,Beginning,4,2,False,False,2,True,2,226.2145,
22,Beginning,0,3,False,True,0,True,0,205.463,
22,Beginning,1,3,False,True,0,True,0,212.6352,
22,Beginning,2,3,False,True,0,True,0,201.2506,
22,Beginning,3,3,False,True,0,True,0,208.423,
