positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,0,4,False,True,0,True,0,119.3339,
0,Beginning,1,4,False,True,0,True,0,149.7377,
0,Beginning,2,4,False,True,0,True,0,133.27,
0,Beginning,3,4,False,True,0,True,0,137.9283,
0,Beginning,4,4,False,True,0,True,0,153.7209,
1,Beginning,0,3,False,True,0,True,0,176.7904,
1,Beginning,1,3,False,True,0,True,0,202.8098,
1,Beginning,2,3,False,True,0,True,0,205.2618,
1,Beginning,3,3,False,True,0,True,0,197.5827,
1,Beginning,4,3,False,True,0,True,0,187.2506,
2,Beginning,0,5,False,True,0,True,0,164.4849,
2,Beginning,1,5,False,True,0,True,0,164.0218,
2,Beginning,2,5,False,True,0,True,0,157.1737,
2,Beginning,3,5,False,True,0,True,0,171.9574,
2,Beginning,4,5,False,True,0,True,0,163.0502,
3,Beginning,0,6,False,True,0,True,0,230.567,
3,Beginning,1,6,False,True,0,True,0,223.1212,
3,Beginning,2,6,False,True,0,True,0,251.2308,
3,Beginning,3,6,False,True,0,True,0,227.8127,
3,Beginning,4,6,False,True,0,True,0,252.2126,
4,Beginning,0,2,False,True,0,True,0,258.9536,
4,Beginning,1,2,False,True,0,True,0,262.1477,
4,Beginning,2,2,False,True,0,True,0,255.4041,
4,Beginning,3,2,False,True,0,True,0,281.2505,
4,Beginning,4,2,False,True,0,True,0,265.5883,
5,Beginning,0,4,False,True,0,True,0,165.6399,
5,Beginning,1,4,False,True,0,True,0,165.6023,
5,Beginning,2,4,False,True,0,True,0,144.181,
5,Beginning,3,4,False,True,0,True,0,130.2391,
5,Beginning,4,4,False,True,0,True,0,115.49,
6,Beginning,0,3,False,False,2,False,,227.417,
6,Beginning,1,3,False,False,2,False,,240.3894,
6,Beginning,2,3,False,False,2,False,,239.9486,
6,Beginning,3,3,False,False,2,False,,245.1938,
6,Beginning,4,3,False,False,2,False,,196.167,
7,Beginning,0,4,False,True,0,True,0,76.0374,
7,Beginning,1,4,False,True,0,True,0,97.5024,
7,Beginning,2,4,False,True,0,True,0,98.4338,
7,Beginning,3,4,False,True,0,True,0,105.3004,
7,Beginning,4,4,False,True,0,True,0,92.6224,
8,Beginning,0,2,False,True,0,True,0,158.551,
8,Beginning,1,2,False,True,0,True,0,160.0076,
8,Beginning,2,2,False,True,0,True,0,145.9825,
8,Beginning,3,2,False,True,0,True,0,176.4687,
8,Beginning,4,2,False,True,0,True,0,157.6158,
9,Beginning,0,3,False,False,1,True,1,191.8982,
9,Beginning,1,3,False,False,1,True,1,191.8403,
9,Beginning,2,3,False,False,1,True,1,264.9249,
9,Beginning,3,4,False,True,0,True,0,237.445,
9,Beginning,4,3,False,False,1,True,1,212.7275,
10,Beginning,0,3,False,True,0,True,0,214.1102,
10,Beginning,1,4,False,False,2,False,,231.4787,
10,Beginning,2,4,False,False,2,False,,215.9964,
10,Beginning,3,4,False,False,2,False,,226.85,
10,Beginning,4,4,False,False,2,False,,208.3205,
11,Beginning,0,3,False,True,0,True,0,175.5131,
11,Beginning,1,3,False,True,0,True,0,188.1597,
11,Beginning,2,3,False,True,0,True,0,197.6521,
11,Beginning,3,3,False,True,0,True,0,229.0054,
11,Beginning,4,3,False,True,0,True,0,180.322,
12,Beginning,0,3,False,False,2,True,2,241.3389,
12,Beginning,1,3,False,False,2,True,2,220.3815,
12,Beginning,2,3,False,False,2,True,2,199.8131,
12,Beginning,3,3,False,False,2,True,2,192.4285,
12,Beginning,4,3,False,False,2,True,2,190.5671,
13,Beginning,0,2,False,True,0,True,0,90.8674,
13,Beginning,1,2,False,True,0,True,0,71.8749,
13,Beginning,2,2,False,True,0,True,0,94.1202,
13,Beginning,3,2,False,True,0,True,0,87.9928,
13,Beginning,4,2,False,True,0,True,0,85.911,
14,Beginning,0,3,False,False,2,False,,228.72,
14,Beginning,1,3,False,False,2,False,,232.7779,
14,Beginning,2,3,False,False,2,False,,239.1292,
14,Beginning,3,3,False,False,2,False,,223.8657,
14,Beginning,4,3,False,False,2,False,,232.8146,
15,Beginning,0,3,False,True,0,True,0,182.5844,
15,Beginning,1,3,False,True,0,True,0,171.8845,
15,Beginning,2,3,False,True,0,True,0,185.7597,
15,Beginning,3,3,False,True,0,True,0,174.7821,
15,Beginning,4,3,False,True,0,True,0,183.4759,
16,Beginning,0,2,False,False,11,False,,145.7912,
16,Beginning,1,2,False,False,11,False,,180.1058,
16,Beginning,2,2,False,False,11,False,,140.7992,
16,Beginning,3,2,False,False,11,False,,144.0138,
16,Beginning,4,2,False,False,11,False,,150.2187,
17,Beginning,0,5,False,True,0,True,0,145.2634,
17,Beginning,1,5,False,True,0,True,0,163.3455,
17,Beginning,2,5,False,True,0,True,0,172.5211,
17,Beginning,3,5,False,True,0,True,0,167.9628,
17,Beginning,4,5,False,True,0,True,0,186.79,
18,Beginning,0,2,False,True,0,True,0,191.4115,
18,Beginning,1,2,False,True,0,True,0,192.5086,
18,Beginning,2,2,False,True,0,True,0,218.9335,
18,Beginning,3,2,False,True,0,True,0,164.9626,
18,Beginning,4,2,False,True,0,True,0,171.2222,
19,Beginning,0,4,False,True,0,True,0,131.1333,
19,Beginning,1,4,False,True,0,True,0,169.8135,
19,Beginning,2,4,False,True,0,True,0,196.9244,
19,Beginning,3,4,False,True,0,True,0,200.5688,
19,Beginning,4,4,False,True,0,True,0,213.4411,
20,Beginning,0,2,False,True,0,True,0,106.7801,
20,Beginning,1,2,False,True,0,True,0,117.3513,
20,Beginning,2,2,False,True,0,True,0,109.6013,
20,Beginning,3,2,False,True,0,True,0,127.6653,
20,Beginning,4,2,False,True,0,True,0,117.5047,
21,Beginning,0,2,False,False,2,True,2,230.5426,
21,Beginning,1,2,False,False,2,True,2,244.4539,
21,Beginning,2,2,False,False,2,True,2,235.6059,
21,Beginning,3,2,False,False,2,True,2,235.9182,
21,Beginning,4,2,False,False,2,True,2,246.9015,
22,Beginning,0,3,False,True,0,True,0,248.3123,
22,Beginning,1,3,False,True,0,True,0,238.7201,
22,Beginning,2,3,False,True,0,True,0,157.4949,
22,Beginning,3,3,False,True,0,True,0,186.7897,
22,Beginning,4,3,False,True,0,True,0,221.3051,
23,Beginning,0,3,False,True,0,True,0,173.1885,
23,Beginning,1,3,False,True,0,True,0,131.6945,
23,Beginning,2,3,False,True,0,True,0,123.9863,
23,Beginning,3,3,False,True,0,True,0,128.9698,
23,Beginning,4,3,False,True,0,True,0,141.9072,
24,Beginning,0,2,False,False,2,False,,213.5129,
24,Beginning,1,2,False,False,2,False,,244.7283,
24,Beginning,2,2,False,False,2,False,,218.7129,
24,Beginning,3,3,False,True,0,True,0,228.9301,
24,Beginning,4,3,False,True,0,True,0,281.6592,
25,Beginning,0,4,False,True,0,True,0,103.4211,
25,Beginning,1,4,False,True,0,True,0,79.2373,
25,Beginning,2,4,False,True,0,True,0,99.1883,
25,Beginning,3,4,False,True,0,True,0,84.7897,
25,Beginning,4,4,False,True,0,True,0,81.6521,
26,Beginning,0,3,False,True,0,True,0,157.6034,
26,Beginning,1,3,False,True,0,True,0,160.1098,
26,Beginning,2,3,False,True,0,True,0,161.41,
26,Beginning,3,3,False,True,0,True,0,164.2895,
26,Beginning,4,3,False,True,0,True,0,176.165,
27,Beginning,0,4,False,True,0,True,0,134.1719,
27,Beginning,1,4,False,True,0,True,0,122.69,
27,Beginning,2,2,False,True,0,True,0,150.9133,
27,Beginning,3,4,False,True,0,True,0,128.3262,
